filepaths,age,target
face_age\067\4235.png,67,6
face_age\019\6855.png,19,3
face_age\039\8631.png,39,4
face_age\024\7406.png,24,3
face_age\027\5813.png,27,3
face_age\002\2389.png,2,0
face_age\026\2669.png,26,3
face_age\015\165.png,15,2
face_age\033\3093.png,33,3
face_age\025\7100.png,25,3
face_age\085\5327.png,85,6
face_age\051\5624.png,51,5
face_age\001\1790.png,1,0
face_age\005\3554.png,5,1
face_age\029\4924.png,29,3
face_age\019\1495.png,19,3
face_age\052\7017.png,52,5
face_age\007\6383.png,7,1
face_age\001\6911.png,1,0
face_age\043\2717.png,43,4
face_age\035\6204.png,35,4
face_age\053\6549.png,53,5
face_age\030\7020.png,30,3
face_age\039\8815.png,39,4
face_age\001\3594.png,1,0
face_age\035\3260.png,35,4
face_age\045\5347.png,45,5
face_age\023\5210.png,23,3
face_age\007\9217.png,7,1
face_age\076\4203.png,76,6
face_age\023\1902.png,23,3
face_age\057\6700.png,57,5
face_age\018\3579.png,18,2
face_age\013\1362.png,13,2
face_age\022\7033.png,22,3
face_age\062\6546.png,62,5
face_age\006\1996.png,6,1
face_age\003\1488.png,3,0
face_age\026\309.png,26,3
face_age\001\4472.png,1,0
face_age\062\2900.png,62,5
face_age\038\889.png,38,4
face_age\007\5915.png,7,1
face_age\049\7611.png,49,5
face_age\005\6027.png,5,1
face_age\001\5456.png,1,0
face_age\026\4682.png,26,3
face_age\045\8727.png,45,5
face_age\001\218.png,1,0
face_age\024\5771.png,24,3
face_age\003\2091.png,3,0
face_age\023\1909.png,23,3
face_age\059\173.png,59,5
face_age\004\7930.png,4,0
face_age\056\5038.png,56,5
face_age\026\2323.png,26,3
face_age\041\2824.png,41,4
face_age\016\197.png,16,2
face_age\069\5839.png,69,6
face_age\028\326.png,28,3
face_age\039\877.png,39,4
face_age\052\1785.png,52,5
face_age\020\5156.png,20,3
face_age\004\2562.png,4,0
face_age\042\2965.png,42,4
face_age\004\3728.png,4,0
face_age\049\3092.png,49,5
face_age\005\6725.png,5,1
face_age\038\4683.png,38,4
face_age\025\1483.png,25,3
face_age\003\2230.png,3,0
face_age\001\714.png,1,0
face_age\025\9630.png,25,3
face_age\054\7499.png,54,5
face_age\007\6058.png,7,1
face_age\026\2644.png,26,3
face_age\027\1701.png,27,3
face_age\003\6970.png,3,0
face_age\006\1953.png,6,1
face_age\001\4106.png,1,0
face_age\065\6587.png,65,6
face_age\018\4315.png,18,2
face_age\016\1147.png,16,2
face_age\002\2092.png,2,0
face_age\013\634.png,13,2
face_age\013\3121.png,13,2
face_age\037\4479.png,37,4
face_age\001\3887.png,1,0
face_age\001\7991.png,1,0
face_age\015\5206.png,15,2
face_age\010\7012.png,10,1
face_age\014\1907.png,14,2
face_age\001\6077.png,1,0
face_age\022\8070.png,22,3
face_age\053\6667.png,53,5
face_age\001\3161.png,1,0
face_age\017\1755.png,17,2
face_age\018\8387.png,18,2
face_age\010\4086.png,10,1
face_age\016\2069.png,16,2
face_age\001\4640.png,1,0
face_age\030\953.png,30,3
face_age\068\8412.png,68,6
face_age\038\1207.png,38,4
face_age\034\8800.png,34,3
face_age\002\4987.png,2,0
face_age\004\3883.png,4,0
face_age\015\4346.png,15,2
face_age\052\6752.png,52,5
face_age\025\7608.png,25,3
face_age\014\541.png,14,2
face_age\015\2346.png,15,2
face_age\006\4620.png,6,1
face_age\065\5437.png,65,6
face_age\026\8505.png,26,3
face_age\009\2701.png,9,1
face_age\027\1979.png,27,3
face_age\016\4093.png,16,2
face_age\027\4530.png,27,3
face_age\042\2113.png,42,4
face_age\018\9641.png,18,2
face_age\062\6534.png,62,5
face_age\003\1752.png,3,0
face_age\002\3088.png,2,0
face_age\014\7879.png,14,2
face_age\002\5887.png,2,0
face_age\025\1908.png,25,3
face_age\014\8324.png,14,2
face_age\005\3497.png,5,1
face_age\020\6931.png,20,3
face_age\072\1898.png,72,6
face_age\003\7834.png,3,0
face_age\042\3468.png,42,4
face_age\021\6449.png,21,3
face_age\085\3198.png,85,6
face_age\015\2893.png,15,2
face_age\066\9724.png,66,6
face_age\010\8615.png,10,1
face_age\055\4431.png,55,5
face_age\065\630.png,65,6
face_age\003\9556.png,3,0
face_age\010\2467.png,10,1
face_age\042\4911.png,42,4
face_age\001\7276.png,1,0
face_age\028\4593.png,28,3
face_age\028\7072.png,28,3
face_age\001\1934.png,1,0
face_age\014\506.png,14,2
face_age\072\7263.png,72,6
face_age\041\1260.png,41,4
face_age\001\7943.png,1,0
face_age\001\4332.png,1,0
face_age\065\2716.png,65,6
face_age\054\30.png,54,5
face_age\080\5404.png,80,6
face_age\072\4375.png,72,6
face_age\066\7486.png,66,6
face_age\019\1248.png,19,3
face_age\001\8652.png,1,0
face_age\001\6959.png,1,0
face_age\001\1077.png,1,0
face_age\001\7243.png,1,0
face_age\020\1250.png,20,3
face_age\022\4934.png,22,3
face_age\040\6307.png,40,4
face_age\093\2342.png,93,6
face_age\001\6270.png,1,0
face_age\066\4684.png,66,6
face_age\046\3479.png,46,5
face_age\003\6972.png,3,0
face_age\047\2842.png,47,5
face_age\012\2049.png,12,2
face_age\053\9549.png,53,5
face_age\008\2281.png,8,1
face_age\017\3115.png,17,2
face_age\005\3228.png,5,1
face_age\022\4198.png,22,3
face_age\066\2136.png,66,6
face_age\020\9617.png,20,3
face_age\068\3384.png,68,6
face_age\024\7190.png,24,3
face_age\005\2756.png,5,1
face_age\007\9093.png,7,1
face_age\002\4356.png,2,0
face_age\008\4163.png,8,1
face_age\076\5900.png,76,6
face_age\086\5582.png,86,6
face_age\067\479.png,67,6
face_age\063\7717.png,63,5
face_age\028\5737.png,28,3
face_age\023\1337.png,23,3
face_age\045\3666.png,45,5
face_age\025\6503.png,25,3
face_age\006\2394.png,6,1
face_age\088\5089.png,88,6
face_age\001\8860.png,1,0
face_age\008\4650.png,8,1
face_age\008\2728.png,8,1
face_age\052\7931.png,52,5
face_age\045\2858.png,45,5
face_age\041\8567.png,41,4
face_age\057\6955.png,57,5
face_age\004\4773.png,4,0
face_age\042\567.png,42,4
face_age\016\6724.png,16,2
face_age\018\82.png,18,2
face_age\026\4625.png,26,3
face_age\058\4354.png,58,5
face_age\001\9377.png,1,0
face_age\076\9487.png,76,6
face_age\032\2368.png,32,3
face_age\026\8475.png,26,3
face_age\014\5426.png,14,2
face_age\015\551.png,15,2
face_age\019\275.png,19,3
face_age\026\4378.png,26,3
face_age\041\921.png,41,4
face_age\027\7198.png,27,3
face_age\029\1418.png,29,3
face_age\051\5971.png,51,5
face_age\002\829.png,2,0
face_age\090\683.png,90,6
face_age\005\1156.png,5,1
face_age\066\7392.png,66,6
face_age\021\4487.png,21,3
face_age\075\5018.png,75,6
face_age\053\2676.png,53,5
face_age\001\6738.png,1,0
face_age\035\4575.png,35,4
face_age\060\7396.png,60,5
face_age\001\7212.png,1,0
face_age\001\1657.png,1,0
face_age\018\2223.png,18,2
face_age\003\6910.png,3,0
face_age\005\5025.png,5,1
face_age\016\4259.png,16,2
face_age\039\7275.png,39,4
face_age\001\2213.png,1,0
face_age\015\5280.png,15,2
face_age\078\8985.png,78,6
face_age\042\3332.png,42,4
face_age\002\3964.png,2,0
face_age\041\6005.png,41,4
face_age\004\4439.png,4,0
face_age\012\3920.png,12,2
face_age\039\7121.png,39,4
face_age\009\6480.png,9,1
face_age\025\4306.png,25,3
face_age\056\6572.png,56,5
face_age\075\1873.png,75,6
face_age\003\7343.png,3,0
face_age\075\3169.png,75,6
face_age\061\6520.png,61,5
face_age\001\9362.png,1,0
face_age\080\9144.png,80,6
face_age\009\6957.png,9,1
face_age\002\3959.png,2,0
face_age\054\7409.png,54,5
face_age\085\2292.png,85,6
face_age\060\5788.png,60,5
face_age\004\782.png,4,0
face_age\003\2522.png,3,0
face_age\017\2047.png,17,2
face_age\026\1904.png,26,3
face_age\050\4348.png,50,5
face_age\003\1485.png,3,0
face_age\062\8887.png,62,5
face_age\001\1695.png,1,0
face_age\001\8125.png,1,0
face_age\060\8390.png,60,5
face_age\003\6919.png,3,0
face_age\035\4897.png,35,4
face_age\022\5616.png,22,3
face_age\039\7982.png,39,4
face_age\070\7812.png,70,6
face_age\016\1186.png,16,2
face_age\020\154.png,20,3
face_age\007\8518.png,7,1
face_age\026\9389.png,26,3
face_age\001\481.png,1,0
face_age\030\6882.png,30,3
face_age\001\3930.png,1,0
face_age\034\6751.png,34,3
face_age\008\3603.png,8,1
face_age\001\6349.png,1,0
face_age\014\7075.png,14,2
face_age\029\2330.png,29,3
face_age\059\5198.png,59,5
face_age\059\1303.png,59,5
face_age\011\7368.png,11,1
face_age\024\1227.png,24,3
face_age\047\6472.png,47,5
face_age\039\4256.png,39,4
face_age\085\4197.png,85,6
face_age\007\4755.png,7,1
face_age\024\7342.png,24,3
face_age\048\2260.png,48,5
face_age\052\519.png,52,5
face_age\030\5180.png,30,3
face_age\004\1913.png,4,0
face_age\007\7617.png,7,1
face_age\003\8336.png,3,0
face_age\004\1455.png,4,0
face_age\005\5469.png,5,1
face_age\052\1044.png,52,5
face_age\001\8503.png,1,0
face_age\019\9776.png,19,3
face_age\039\6916.png,39,4
face_age\060\7173.png,60,5
face_age\053\880.png,53,5
face_age\046\5827.png,46,5
face_age\005\2056.png,5,1
face_age\014\9689.png,14,2
face_age\006\5863.png,6,1
face_age\001\5067.png,1,0
face_age\009\5148.png,9,1
face_age\005\8680.png,5,1
face_age\040\8183.png,40,4
face_age\011\7061.png,11,1
face_age\003\1703.png,3,0
face_age\026\5770.png,26,3
face_age\007\2573.png,7,1
face_age\048\6978.png,48,5
face_age\001\3880.png,1,0
face_age\040\7094.png,40,4
face_age\001\4322.png,1,0
face_age\080\9712.png,80,6
face_age\002\3156.png,2,0
face_age\001\4602.png,1,0
face_age\024\2938.png,24,3
face_age\074\2457.png,74,6
face_age\090\4919.png,90,6
face_age\035\2770.png,35,4
face_age\058\2276.png,58,5
face_age\022\1948.png,22,3
face_age\005\9244.png,5,1
face_age\026\3467.png,26,3
face_age\027\3816.png,27,3
face_age\028\2282.png,28,3
face_age\003\8437.png,3,0
face_age\065\2534.png,65,6
face_age\028\1492.png,28,3
face_age\015\6255.png,15,2
face_age\065\122.png,65,6
face_age\081\6495.png,81,6
face_age\007\3682.png,7,1
face_age\015\6463.png,15,2
face_age\025\1971.png,25,3
face_age\001\6198.png,1,0
face_age\075\4817.png,75,6
face_age\052\4696.png,52,5
face_age\079\5362.png,79,6
face_age\034\6888.png,34,3
face_age\012\1331.png,12,2
face_age\036\4809.png,36,4
face_age\060\1580.png,60,5
face_age\035\3233.png,35,4
face_age\042\6743.png,42,4
face_age\057\8810.png,57,5
face_age\001\2598.png,1,0
face_age\012\8259.png,12,2
face_age\001\2317.png,1,0
face_age\039\1806.png,39,4
face_age\009\2314.png,9,1
face_age\062\9434.png,62,5
face_age\031\4048.png,31,3
face_age\042\5529.png,42,4
face_age\001\9701.png,1,0
face_age\034\391.png,34,3
face_age\017\3585.png,17,2
face_age\030\3430.png,30,3
face_age\002\3707.png,2,0
face_age\070\4018.png,70,6
face_age\001\4303.png,1,0
face_age\073\208.png,73,6
face_age\001\6973.png,1,0
face_age\028\5535.png,28,3
face_age\034\2984.png,34,3
face_age\012\8845.png,12,2
face_age\016\2775.png,16,2
face_age\002\9150.png,2,0
face_age\058\4474.png,58,5
face_age\003\8365.png,3,0
face_age\015\7768.png,15,2
face_age\026\566.png,26,3
face_age\026\7301.png,26,3
face_age\088\6999.png,88,6
face_age\056\6674.png,56,5
face_age\001\5673.png,1,0
face_age\002\6528.png,2,0
face_age\060\6352.png,60,5
face_age\021\9462.png,21,3
face_age\004\8829.png,4,0
face_age\041\5959.png,41,4
face_age\008\6566.png,8,1
face_age\006\2629.png,6,1
face_age\005\5647.png,5,1
face_age\037\4376.png,37,4
face_age\002\8162.png,2,0
face_age\002\4998.png,2,0
face_age\026\2039.png,26,3
face_age\035\8227.png,35,4
face_age\047\9316.png,47,5
face_age\080\8005.png,80,6
face_age\002\8994.png,2,0
face_age\004\3183.png,4,0
face_age\001\2271.png,1,0
face_age\006\9386.png,6,1
face_age\001\3778.png,1,0
face_age\020\8420.png,20,3
face_age\022\5953.png,22,3
face_age\001\3081.png,1,0
face_age\028\5990.png,28,3
face_age\075\535.png,75,6
face_age\007\9369.png,7,1
face_age\002\9587.png,2,0
face_age\010\6192.png,10,1
face_age\002\25.png,2,0
face_age\086\5145.png,86,6
face_age\029\845.png,29,3
face_age\034\9405.png,34,3
face_age\001\5045.png,1,0
face_age\005\9643.png,5,1
face_age\003\2321.png,3,0
face_age\042\1829.png,42,4
face_age\037\3441.png,37,4
face_age\053\2268.png,53,5
face_age\018\622.png,18,2
face_age\070\3299.png,70,6
face_age\080\1231.png,80,6
face_age\001\2027.png,1,0
face_age\002\1036.png,2,0
face_age\040\2067.png,40,4
face_age\042\8509.png,42,4
face_age\001\820.png,1,0
face_age\084\789.png,84,6
face_age\005\1705.png,5,1
face_age\085\7676.png,85,6
face_age\084\7076.png,84,6
face_age\024\6455.png,24,3
face_age\063\6220.png,63,5
face_age\015\6763.png,15,2
face_age\002\2533.png,2,0
face_age\002\2274.png,2,0
face_age\031\6268.png,31,3
face_age\047\4325.png,47,5
face_age\035\4631.png,35,4
face_age\021\7134.png,21,3
face_age\001\2801.png,1,0
face_age\065\3750.png,65,6
face_age\065\4230.png,65,6
face_age\005\8512.png,5,1
face_age\096\4925.png,96,6
face_age\024\4130.png,24,3
face_age\052\6962.png,52,5
face_age\045\7630.png,45,5
face_age\053\7270.png,53,5
face_age\003\8301.png,3,0
face_age\016\3217.png,16,2
face_age\061\4205.png,61,5
face_age\057\3444.png,57,5
face_age\011\4455.png,11,1
face_age\002\2972.png,2,0
face_age\034\5854.png,34,3
face_age\001\3271.png,1,0
face_age\050\3854.png,50,5
face_age\039\6956.png,39,4
face_age\002\4600.png,2,0
face_age\022\3685.png,22,3
face_age\036\5328.png,36,4
face_age\003\5199.png,3,0
face_age\024\3261.png,24,3
face_age\027\471.png,27,3
face_age\045\3423.png,45,5
face_age\056\3678.png,56,5
face_age\056\8886.png,56,5
face_age\003\8825.png,3,0
face_age\002\1625.png,2,0
face_age\010\4927.png,10,1
face_age\002\1060.png,2,0
face_age\001\7347.png,1,0
face_age\068\1665.png,68,6
face_age\001\4434.png,1,0
face_age\034\7202.png,34,3
face_age\022\6137.png,22,3
face_age\008\5412.png,8,1
face_age\008\8080.png,8,1
face_age\040\7529.png,40,4
face_age\025\4766.png,25,3
face_age\039\7562.png,39,4
face_age\086\2399.png,86,6
face_age\036\903.png,36,4
face_age\069\5477.png,69,6
face_age\054\9646.png,54,5
face_age\029\9565.png,29,3
face_age\015\6811.png,15,2
face_age\001\4644.png,1,0
face_age\029\2660.png,29,3
face_age\036\486.png,36,4
face_age\051\4784.png,51,5
face_age\016\8920.png,16,2
face_age\007\9120.png,7,1
face_age\043\6662.png,43,4
face_age\002\9725.png,2,0
face_age\047\6836.png,47,5
face_age\049\4643.png,49,5
face_age\010\6039.png,10,1
face_age\003\6641.png,3,0
face_age\027\2418.png,27,3
face_age\056\7361.png,56,5
face_age\037\5226.png,37,4
face_age\008\3578.png,8,1
face_age\009\4658.png,9,1
face_age\002\674.png,2,0
face_age\025\3451.png,25,3
face_age\041\4606.png,41,4
face_age\040\3122.png,40,4
face_age\013\8472.png,13,2
face_age\014\335.png,14,2
face_age\001\5690.png,1,0
face_age\050\1232.png,50,5
face_age\056\3690.png,56,5
face_age\039\7345.png,39,4
face_age\031\223.png,31,3
face_age\001\6576.png,1,0
face_age\056\4347.png,56,5
face_age\067\4418.png,67,6
face_age\010\9322.png,10,1
face_age\030\741.png,30,3
face_age\026\5442.png,26,3
face_age\089\1386.png,89,6
face_age\072\4697.png,72,6
face_age\004\2874.png,4,0
face_age\022\1187.png,22,3
face_age\001\1980.png,1,0
face_age\001\9082.png,1,0
face_age\036\1887.png,36,4
face_age\014\5260.png,14,2
face_age\001\2255.png,1,0
face_age\003\207.png,3,0
face_age\005\9059.png,5,1
face_age\028\1040.png,28,3
face_age\061\8063.png,61,5
face_age\004\4686.png,4,0
face_age\067\2650.png,67,6
face_age\057\8054.png,57,5
face_age\056\5070.png,56,5
face_age\069\97.png,69,6
face_age\035\8341.png,35,4
face_age\001\3582.png,1,0
face_age\003\7639.png,3,0
face_age\029\8339.png,29,3
face_age\031\3761.png,31,3
face_age\085\2892.png,85,6
face_age\002\1690.png,2,0
face_age\052\8398.png,52,5
face_age\017\9192.png,17,2
face_age\085\5997.png,85,6
face_age\026\4321.png,26,3
face_age\011\4912.png,11,1
face_age\078\8421.png,78,6
face_age\040\6257.png,40,4
face_age\024\7131.png,24,3
face_age\060\2195.png,60,5
face_age\040\7674.png,40,4
face_age\025\2994.png,25,3
face_age\001\8290.png,1,0
face_age\022\2570.png,22,3
face_age\007\2227.png,7,1
face_age\001\8265.png,1,0
face_age\038\823.png,38,4
face_age\008\1935.png,8,1
face_age\012\72.png,12,2
face_age\076\446.png,76,6
face_age\001\3333.png,1,0
face_age\007\5329.png,7,1
face_age\022\4841.png,22,3
face_age\059\815.png,59,5
face_age\003\3426.png,3,0
face_age\004\4929.png,4,0
face_age\001\7502.png,1,0
face_age\001\9631.png,1,0
face_age\001\4776.png,1,0
face_age\001\3673.png,1,0
face_age\012\7885.png,12,2
face_age\085\7657.png,85,6
face_age\053\9404.png,53,5
face_age\005\7694.png,5,1
face_age\064\2506.png,64,5
face_age\027\3984.png,27,3
face_age\020\2214.png,20,3
face_age\006\346.png,6,1
face_age\001\5397.png,1,0
face_age\001\2024.png,1,0
face_age\022\4622.png,22,3
face_age\030\7849.png,30,3
face_age\002\8182.png,2,0
face_age\085\1713.png,85,6
face_age\016\2800.png,16,2
face_age\022\5116.png,22,3
face_age\028\3743.png,28,3
face_age\084\6156.png,84,6
face_age\009\1793.png,9,1
face_age\032\9018.png,32,3
face_age\005\6553.png,5,1
face_age\053\6236.png,53,5
face_age\024\7771.png,24,3
face_age\038\5783.png,38,4
face_age\076\7187.png,76,6
face_age\002\4299.png,2,0
face_age\066\4509.png,66,6
face_age\020\7274.png,20,3
face_age\026\7379.png,26,3
face_age\024\1058.png,24,3
face_age\004\6614.png,4,0
face_age\008\2771.png,8,1
face_age\024\5556.png,24,3
face_age\090\6044.png,90,6
face_age\065\2518.png,65,6
face_age\060\8737.png,60,5
face_age\008\2058.png,8,1
face_age\033\3881.png,33,3
face_age\050\2392.png,50,5
face_age\045\2221.png,45,5
face_age\039\7807.png,39,4
face_age\001\4339.png,1,0
face_age\016\8181.png,16,2
face_age\039\7438.png,39,4
face_age\023\4453.png,23,3
face_age\023\1687.png,23,3
face_age\013\4314.png,13,2
face_age\001\9713.png,1,0
face_age\009\7359.png,9,1
face_age\074\2528.png,74,6
face_age\071\8074.png,71,6
face_age\028\2553.png,28,3
face_age\054\3532.png,54,5
face_age\056\2004.png,56,5
face_age\004\2973.png,4,0
face_age\008\7918.png,8,1
face_age\085\4196.png,85,6
face_age\001\9629.png,1,0
face_age\085\4234.png,85,6
face_age\007\663.png,7,1
face_age\001\1133.png,1,0
face_age\060\1142.png,60,5
face_age\008\8083.png,8,1
face_age\027\7093.png,27,3
face_age\035\2957.png,35,4
face_age\020\1080.png,20,3
face_age\002\7507.png,2,0
face_age\029\487.png,29,3
face_age\023\6663.png,23,3
face_age\031\2059.png,31,3
face_age\056\4013.png,56,5
face_age\011\9162.png,11,1
face_age\008\4278.png,8,1
face_age\010\8748.png,10,1
face_age\032\1857.png,32,3
face_age\023\5098.png,23,3
face_age\021\8409.png,21,3
face_age\001\4847.png,1,0
face_age\001\5024.png,1,0
face_age\032\9224.png,32,3
face_age\001\1415.png,1,0
face_age\070\4570.png,70,6
face_age\027\5834.png,27,3
face_age\008\4078.png,8,1
face_age\051\1563.png,51,5
face_age\024\822.png,24,3
face_age\018\6592.png,18,2
face_age\003\3128.png,3,0
face_age\001\4717.png,1,0
face_age\008\1306.png,8,1
face_age\001\1574.png,1,0
face_age\033\5946.png,33,3
face_age\075\8471.png,75,6
face_age\014\9599.png,14,2
face_age\034\8821.png,34,3
face_age\003\8485.png,3,0
face_age\014\8023.png,14,2
face_age\001\8269.png,1,0
face_age\032\553.png,32,3
face_age\040\9277.png,40,4
face_age\001\736.png,1,0
face_age\001\9414.png,1,0
face_age\014\5261.png,14,2
face_age\032\4740.png,32,3
face_age\026\8313.png,26,3
face_age\016\8572.png,16,2
face_age\001\8992.png,1,0
face_age\005\2791.png,5,1
face_age\050\6456.png,50,5
